"名称","名称かな","所在地","TEL","FAX","備考","URL","利用可能時間","休館日_1","写真","参考URL2","爆心地からの距離","所有者等","構造","郵便番号","TEL(夜間・休日）","私立等・公立の別","開設者種別","科目","対応可能言語","登録区分","開館時間","休館日_2","設置学部","障害種別","類型","設置者","文化財分類","種類","文化財指定日","区名","介護保険事業所番号","申請者-法人名","状態区分","NO","行政区","水利種別","公私区分","施設ID","登録番号","担当区内通番号","経度","緯度","分類"
"たけだ歯科医院","","広島市安佐南区西原９－１－１－１","082-850-0800","","","","","","","","","","","731-0138","","","","","","","","","","","","","","","","","","","","","","","","A049000663","","","132.470827999884","34.44917799988","歯科診療所"
"医療法人たんぽぽ小児歯科","","広島市安佐南区祇園三丁目２１－２６","082-836-5511","","","","","","","","","","","731-0138","","","","","","","","","","","","","","","","","","","","","","","","A049000664","","","132.45787900004","34.4411059998866","歯科診療所"
"段原クレドデンタルクリニック","","広島市南区段原山崎二丁目２－１５　２Ｆ","082-258-1817","","","","","","","","","","","732-0819","","","","","","","","","","","","","","","","","","","","","","","","A049000665","","","132.48137899998","34.3856069998722","歯科診療所"
"森本デンタルオフィス","","広島市佐伯区千同一丁目２２－７","082-275-6480","","","","","","","","","","","731-5141","","","","","","","","","","","","","","","","","","","","","","","","A049000666","","","132.353117000006","34.3773319997116","歯科診療所"
"岡崎歯科口腔外科","","広島市南区段原日出一丁目１５－１３　３Ｆ","082-258-4408","","","","","","","","","","","732-0818","","","","","","","","","","","","","","","","","","","","","","","","A049000667","","","132.480730999942","34.3865289998727","歯科診療所"
"広島駅ビル歯科医院","","広島市南区松原町１－２　ｅｋｉｅ２Ｆ","082-263-1682","","","","","","","","","","","732-0822","","","","","","","","","","","","","","","","","","","","","","","","A049000668","","","132.476169000004","34.397700999683","歯科診療所"
"きよはら歯科クリニック","","広島市安佐南区緑井五丁目２４－２４","082-831-6480","","","","","","","","","","","731-0103","","","","","","","","","","","","","","","","","","","","","","","","A049000669","","","132.477751000063","34.4678279998039","歯科診療所"
"つむぎ歯科","","広島市安佐南区相田一丁目９－１９","082-872-3830","","","","","","","","","","","731-0141","","","","","","","","","","","","","","","","","","","","","","","","A049000670","","","132.45686200002","34.4717259996894","歯科診療所"
"十日市歯科クリニック","","広島市中区十日市町一丁目５－１","082-232-7626","","","","","","","","","","","730-0805","","","","","","","","","","","","","","","","","","","","","","","","A049000671","","","132.449051000234","34.3963829999113","歯科診療所"
"せお歯科クリニック","","広島市安佐北区深川五丁目３０－３８　アクロスプラザ高陽１Ｆ","082-847-6202","","","","","","","","","","","739-1751","","","","","","","","","","","","","","","","","","","","","","","","A049000672","","","132.529353000118","34.4816659996894","歯科診療所"
"ワハハ総合デンタル広島袋町クリニック","","広島市中区袋町６－４２　深井ビル５Ｆ","082-236-8217","","","","","","","","","","","730-0036","","","","","","","","","","","","","","","","","","","","","","","","A049000673","","","132.45843500008","34.392194999908","歯科診療所"
"医療法人健真会　藤本歯科クリニック西広島","","広島市西区己斐本町一丁目２３番１８－２０２号","082-271-1203","","","","","","","","","","","733-0812","","","","","","","","","","","","","","","","","","","","","","","","A049000674","","","132.427907999932","34.3963449998406","歯科診療所"
"医療法人青楓会　つつみ歯科クリニック","","広島市中区宝町５－９　１Ｆ","082-542-4618","","","","","","","","","","","730-0044","","","","","","","","","","","","","","","","","","","","","","","","A049000675","","","132.462287999862","34.3857050000037","歯科診療所"
"森永訪問歯科クリニック","","広島市佐伯区美鈴が丘緑２丁目１２－１３","","","","","","","","","","","","731-5113","","","","","","","","","","","","","","","","","","","","","","","","A049000676","","","132.390497000056","34.3973079998243","歯科診療所"
"きずな歯科クリニック","","広島市中区紙屋町一丁目地下街６０７","082-569-8672","","","","","","","","","","","730-0031","","","","","","","","","","","","","","","","","","","","","","","","A049000677","","","132.457728000188","34.3953559998544","歯科診療所"
"広島ＲＳ矯正歯科クリニック","","広島市西区観音本町一丁目１６－２１","082-942-6766","","","","","","","","","","","733-0033","","","","","","","","","","","","","","","","","","","","","","","","A049000678","","","132.437583000061","34.3878069998892","歯科診療所"
"ＹＭＴ歯科・矯正歯科","","広島市南区宇品御幸三丁目１－７","082-577-5534","","","","","","","","","","","734-0015","","","","","","","","","","","","","","","","","","","","","","","","A049000679","","","132.46406199985","34.3636329997926","歯科診療所"
"ミモザ歯科","","広島市安佐南区西原五丁目１３－１４","082-555-7123","","","","","","","","","","","731-0113","","","","","","","","","","","","","","","","","","","","","","","","A049000680","","","132.46813799997","34.4406759998919","歯科診療所"
"広島駅前歯科・矯正歯科","","広島市南区松原町１－５　６Ｆ","082-568-1123","","","","","","","","","","","732-0822","","","","","","","","","","","","","","","","","","","","","","","","A049000681","","","132.475482999955","34.3991369996989","歯科診療所"
"井口にじいろ歯科","","広島市西区井口四丁目７－１８－７　５Ｆ","082-501-6480","","","","","","","","","","","733-0842","","","","","","","","","","","","","","","","","","","","","","","","A049000682","","","132.374471000105","34.3708029996835","歯科診療所"
"あくたがわ歯科クリニック","","広島市南区皆実町二丁目８－４　３Ｆ","082-252-7120","","","","","","","","","","","734-0007","","","","","","","","","","","","","","","","","","","","","","","","A049000683","","","132.46526500018","34.3765739998473","歯科診療所"
"ホワイト歯科往診クリニック","","広島市南区東雲本町１丁目１２－２４－１Ｆ","082-236-9780","","","","","","","","","","","734-0023","","","","","","","","","","","","","","","","","","","","","","","","A049000684","","","132.485211000188","34.3802729999206","歯科診療所"
"医療法人社団健青会銀座青山ＹＯＵ矯正歯科紙屋町医院","","広島市中区紙屋町一丁目２－２２　Ｂ１０２","082-241-3106","","","","","","","","","","","730-0031","","","","","","","","","","","","","","","","","","","","","","","","A049000685","","","132.458551000188","34.3946019998431","歯科診療所"
"医療法人肇祝会　わかた歯科医院","","広島市南区宇品神田５－２０－１３　１０２","082-259-3339","","","","","","","","","","","734-0004","","","","","","","","","","","","","","","","","","","","","","","","A049000686","","","132.463990999998","34.357603999763","歯科診療所"
"ＲＹＯ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ","","広島市中区富士見町１－１　熊本ビル２Ｆ","082-249-7176","","","","","","","","","","","730-0043","","","","","","","","","","","","","","","","","","","","","","","","A049000687","","","132.463845999851","34.3871499999716","歯科診療所"
"医療法人社団　Ｅｎｆｌｅｕｒｓ　白島歯科","","広島市中区白島北町３－１　河瀬ビル２階","082-227-8686","","","","","","","","","","","730-0001","","","","","","","","","","","","","","","","","","","","","","","","A049000688","","","132.463343999792","34.4112030000848","歯科診療所"
"広島すとう歯科・歯周病クリニック","","広島市南区猿猴橋町６－３４－１　５Ｆ","","","","","","","","","","","","732-0823","","","","","","","","","","","","","","","","","","","","","","","","A049000689","","","132.478269000056","34.3953719996746","歯科診療所"
"未病ケアクリニック","","広島市中区胡町４－２４クリタビル北棟９Ｆ","082-258-4552","","","","","","","","","","","730-0021","","","","","","","","","","","","","","","","","","","","","","","","A049000690","","","132.465320000116","34.3930869997673","歯科診療所"
"わかば歯科小児歯科","","広島市南区東本浦町１８－２６","082-890-1818","","","","","","","","","","","734-0025","","","","","","","","","","","","","","","","","","","","","","","","A049000691","","","132.491328000176","34.3750099998166","歯科診療所"
"ココ歯科","","広島市安佐南区長楽寺１丁目３－２０","082-225-8888","","","","","","","","","","","731-0143","","","","","","","","","","","","","","","","","","","","","","","","A049000692","","","132.432449999974","34.4711099998646","歯科診療所"
"八谷歯科・矯正歯科クリニック","","広島市西区楠木町１丁目７－９　１Ｆ","082-297-1922","","","","","","","","","","","733-0002","","","","","","","","","","","","","","","","","","","","","","","","A049000693","","","132.454604999902","34.4094269999241","歯科診療所"
